"Notes","Cancer Sites","Cancer Sites Code","Year","Year Code","Sex","Sex Code",Count,Population,Age-Adjusted Rate,Age-Adjusted Rate Lower 95% Confidence Interval,Age-Adjusted Rate Upper 95% Confidence Interval,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Aleukemic, Subleukemic and NOS","35043","2013","2013","Female","F",1155,160594100,0.6,0.6,0.6,0.7,0.7,0.8
,"Aleukemic, Subleukemic and NOS","35043","2013","2013","Male","M",1224,156146649,0.8,0.8,0.9,0.8,0.7,0.8
,"Aleukemic, Subleukemic and NOS","35043","2014","2014","Female","F",1076,161749260,0.5,0.5,0.6,0.7,0.6,0.7
,"Aleukemic, Subleukemic and NOS","35043","2014","2014","Male","M",1260,157523496,0.8,0.8,0.9,0.8,0.8,0.8
,"Aleukemic, Subleukemic and NOS","35043","2015","2015","Female","F",1127,162903023,0.6,0.5,0.6,0.7,0.7,0.7
,"Aleukemic, Subleukemic and NOS","35043","2015","2015","Male","M",1300,158933091,0.8,0.8,0.9,0.8,0.8,0.9
,"Aleukemic, Subleukemic and NOS","35043","2016","2016","Female","F",974,164062463,0.5,0.5,0.5,0.6,0.6,0.6
,"Aleukemic, Subleukemic and NOS","35043","2016","2016","Male","M",1153,160310087,0.7,0.7,0.8,0.7,0.7,0.8
,"Aleukemic, Subleukemic and NOS","35043","2017","2017","Female","F",1046,165084845,0.5,0.5,0.6,0.6,0.6,0.7
,"Aleukemic, Subleukemic and NOS","35043","2017","2017","Male","M",1189,161530177,0.7,0.7,0.8,0.7,0.7,0.8
,"Aleukemic, Subleukemic and NOS","35043","2018","2018","Female","F",1070,165957528,0.5,0.5,0.5,0.6,0.6,0.7
,"Aleukemic, Subleukemic and NOS","35043","2018","2018","Male","M",1297,162577729,0.8,0.7,0.8,0.8,0.8,0.8
,"Aleukemic, Subleukemic and NOS","35043","2019","2019","Female","F",1088,166720399,0.5,0.5,0.6,0.7,0.6,0.7
,"Aleukemic, Subleukemic and NOS","35043","2019","2019","Male","M",1225,163511718,0.7,0.7,0.7,0.7,0.7,0.8
,"Aleukemic, Subleukemic and NOS","35043","2020","2020","Female","F",1142,167308759,0.5,0.5,0.6,0.7,0.6,0.7
,"Aleukemic, Subleukemic and NOS","35043","2020","2020","Male","M",1226,164218174,0.7,0.6,0.7,0.7,0.7,0.8
,"Aleukemic, Subleukemic and NOS","35043","2021","2021","Female","F",1140,167630750,0.5,0.5,0.6,0.7,0.6,0.7
,"Aleukemic, Subleukemic and NOS","35043","2021","2021","Male","M",1306,164418227,0.7,0.7,0.8,0.8,0.8,0.8
,"Aleukemic, Subleukemic and NOS","35043","2022","2022","Female","F",1061,168308005,0.5,0.5,0.5,0.6,0.6,0.7
,"Aleukemic, Subleukemic and NOS","35043","2022","2022","Male","M",1187,164963406,0.6,0.6,0.7,0.7,0.7,0.8
,"Other Myeloid/Monocytic Leukemia","35023","1999","1999","Female","F",225,140394214,0.1,0.1,0.2,0.2,0.1,0.2
,"Other Myeloid/Monocytic Leukemia","35023","1999","1999","Male","M",272,135067134,0.2,0.2,0.3,0.2,0.2,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2000","2000","Female","F",230,141865770,0.1,0.1,0.2,0.2,0.1,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2000","2000","Male","M",260,136692444,0.2,0.2,0.3,0.2,0.2,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2001","2001","Female","F",230,143603977,0.1,0.1,0.2,0.2,0.1,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2001","2001","Male","M",286,138511984,0.2,0.2,0.3,0.2,0.2,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2002","2002","Female","F",254,144919222,0.2,0.1,0.2,0.2,0.2,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2002","2002","Male","M",278,139847290,0.2,0.2,0.3,0.2,0.2,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2003","2003","Female","F",293,147679036,0.2,0.2,0.2,0.2,0.2,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2003","2003","Male","M",340,142428897,0.3,0.2,0.3,0.2,0.2,0.3
,"Other Myeloid/Monocytic Leukemia","35023","2004","2004","Female","F",243,148977286,0.1,0.1,0.2,0.2,0.1,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2004","2004","Male","M",298,143828012,0.2,0.2,0.3,0.2,0.2,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2005","2005","Female","F",236,150213467,0.1,0.1,0.2,0.2,0.1,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2005","2005","Male","M",321,145099195,0.2,0.2,0.3,0.2,0.2,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2006","2006","Female","F",256,151732647,0.1,0.1,0.2,0.2,0.1,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2006","2006","Male","M",320,146647265,0.2,0.2,0.3,0.2,0.2,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2007","2007","Female","F",244,153166353,0.1,0.1,0.2,0.2,0.1,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2007","2007","Male","M",321,148064854,0.2,0.2,0.3,0.2,0.2,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2008","2008","Female","F",232,154604015,0.1,0.1,0.2,0.2,0.1,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2008","2008","Male","M",308,149489951,0.2,0.2,0.3,0.2,0.2,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2009","2009","Female","F",293,155964075,0.2,0.1,0.2,0.2,0.2,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2009","2009","Male","M",369,150807454,0.3,0.2,0.3,0.2,0.2,0.3
,"Other Myeloid/Monocytic Leukemia","35023","2010","2010","Female","F",288,157253830,0.2,0.1,0.2,0.2,0.2,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2010","2010","Male","M",326,152125599,0.2,0.2,0.3,0.2,0.2,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2011","2011","Female","F",286,158391404,0.2,0.1,0.2,0.2,0.2,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2011","2011","Male","M",358,153455676,0.2,0.2,0.3,0.2,0.2,0.3
,"Other Myeloid/Monocytic Leukemia","35023","2012","2012","Female","F",277,159515612,0.1,0.1,0.2,0.2,0.2,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2012","2012","Male","M",381,154834274,0.3,0.2,0.3,0.2,0.2,0.3
,"Other Myeloid/Monocytic Leukemia","35023","2013","2013","Female","F",261,160594100,0.1,0.1,0.2,0.2,0.1,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2013","2013","Male","M",341,156146649,0.2,0.2,0.3,0.2,0.2,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2014","2014","Female","F",229,161749260,0.1,0.1,0.1,0.1,0.1,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2014","2014","Male","M",333,157523496,0.2,0.2,0.2,0.2,0.2,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2015","2015","Female","F",280,162903023,0.1,0.1,0.2,0.2,0.2,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2015","2015","Male","M",341,158933091,0.2,0.2,0.2,0.2,0.2,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2016","2016","Female","F",245,164062463,0.1,0.1,0.1,0.1,0.1,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2016","2016","Male","M",362,160310087,0.2,0.2,0.2,0.2,0.2,0.3
,"Other Myeloid/Monocytic Leukemia","35023","2017","2017","Female","F",226,165084845,0.1,0.1,0.1,0.1,0.1,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2017","2017","Male","M",326,161530177,0.2,0.2,0.2,0.2,0.2,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2018","2018","Female","F",250,165957528,0.1,0.1,0.1,0.2,0.1,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2018","2018","Male","M",356,162577729,0.2,0.2,0.2,0.2,0.2,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2019","2019","Female","F",237,166720399,0.1,0.1,0.1,0.1,0.1,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2019","2019","Male","M",361,163511718,0.2,0.2,0.2,0.2,0.2,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2020","2020","Female","F",213,167308759,0.1,0.1,0.1,0.1,0.1,0.1
,"Other Myeloid/Monocytic Leukemia","35023","2020","2020","Male","M",315,164218174,0.2,0.2,0.2,0.2,0.2,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2021","2021","Female","F",250,167630750,0.1,0.1,0.1,0.1,0.1,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2021","2021","Male","M",324,164418227,0.2,0.2,0.2,0.2,0.2,0.2
,"Other Myeloid/Monocytic Leukemia","35023","2022","2022","Female","F",220,168308005,0.1,0.1,0.1,0.1,0.1,0.1
,"Other Myeloid/Monocytic Leukemia","35023","2022","2022","Male","M",316,164963406,0.2,0.2,0.2,0.2,0.2,0.2
,"Mesothelioma","36010","1999","1999","Female","F",627,140394214,0.4,0.4,0.4,0.4,0.4,0.5
,"Mesothelioma","36010","1999","1999","Male","M",2349,135067134,2.1,2.0,2.2,1.7,1.7,1.8
,"Mesothelioma","36010","2000","2000","Female","F",631,141865770,0.4,0.4,0.4,0.4,0.4,0.5
,"Mesothelioma","36010","2000","2000","Male","M",2423,136692444,2.1,2.0,2.2,1.8,1.7,1.8
,"Mesothelioma","36010","2001","2001","Female","F",651,143603977,0.4,0.4,0.4,0.5,0.4,0.5
,"Mesothelioma","36010","2001","2001","Male","M",2403,138511984,2.1,2.0,2.2,1.7,1.7,1.8
,"Mesothelioma","36010","2002","2002","Female","F",637,144919222,0.4,0.4,0.4,0.4,0.4,0.5
,"Mesothelioma","36010","2002","2002","Male","M",2458,139847290,2.1,2.0,2.2,1.8,1.7,1.8
,"Mesothelioma","36010","2003","2003","Female","F",690,147679036,0.4,0.4,0.4,0.5,0.4,0.5
,"Mesothelioma","36010","2003","2003","Male","M",2448,142428897,2.0,1.9,2.1,1.7,1.7,1.8
,"Mesothelioma","36010","2004","2004","Female","F",688,148977286,0.4,0.4,0.4,0.5,0.4,0.5
,"Mesothelioma","36010","2004","2004","Male","M",2517,143828012,2.0,2.0,2.1,1.8,1.7,1.8
,"Mesothelioma","36010","2005","2005","Female","F",728,150213467,0.4,0.4,0.5,0.5,0.5,0.5
,"Mesothelioma","36010","2005","2005","Male","M",2564,145099195,2.0,2.0,2.1,1.8,1.7,1.8
,"Mesothelioma","36010","2006","2006","Female","F",730,151732647,0.4,0.4,0.5,0.5,0.4,0.5
,"Mesothelioma","36010","2006","2006","Male","M",2474,146647265,1.9,1.9,2.0,1.7,1.6,1.8
,"Mesothelioma","36010","2007","2007","Female","F",735,153166353,0.4,0.4,0.5,0.5,0.4,0.5
,"Mesothelioma","36010","2007","2007","Male","M",2446,148064854,1.9,1.8,1.9,1.7,1.6,1.7
,"Mesothelioma","36010","2008","2008","Female","F",740,154604015,0.4,0.4,0.4,0.5,0.4,0.5
,"Mesothelioma","36010","2008","2008","Male","M",2529,149489951,1.9,1.8,2.0,1.7,1.6,1.8
,"Mesothelioma","36010","2009","2009","Female","F",707,155964075,0.4,0.4,0.4,0.5,0.4,0.5
,"Mesothelioma","36010","2009","2009","Male","M",2590,150807454,1.9,1.8,2.0,1.7,1.7,1.8
,"Mesothelioma","36010","2010","2010","Female","F",762,157253830,0.4,0.4,0.4,0.5,0.5,0.5
,"Mesothelioma","36010","2010","2010","Male","M",2565,152125599,1.9,1.8,1.9,1.7,1.6,1.8
,"Mesothelioma","36010","2011","2011","Female","F",843,158391404,0.4,0.4,0.5,0.5,0.5,0.6
,"Mesothelioma","36010","2011","2011","Male","M",2534,153455676,1.8,1.7,1.8,1.7,1.6,1.7
,"Mesothelioma","36010","2012","2012","Female","F",811,159515612,0.4,0.4,0.5,0.5,0.5,0.5
,"Mesothelioma","36010","2012","2012","Male","M",2489,154834274,1.7,1.6,1.8,1.6,1.5,1.7
,"Mesothelioma","36010","2013","2013","Female","F",794,160594100,0.4,0.4,0.4,0.5,0.5,0.5
,"Mesothelioma","36010","2013","2013","Male","M",2526,156146649,1.7,1.6,1.8,1.6,1.6,1.7
,"Mesothelioma","36010","2014","2014","Female","F",794,161749260,0.4,0.4,0.4,0.5,0.5,0.5
,"Mesothelioma","36010","2014","2014","Male","M",2547,157523496,1.7,1.6,1.7,1.6,1.6,1.7
,"Mesothelioma","36010","2015","2015","Female","F",839,162903023,0.4,0.4,0.5,0.5,0.5,0.6
,"Mesothelioma","36010","2015","2015","Male","M",2469,158933091,1.6,1.5,1.7,1.6,1.5,1.6
,"Mesothelioma","36010","2016","2016","Female","F",800,164062463,0.4,0.4,0.4,0.5,0.5,0.5
,"Mesothelioma","36010","2016","2016","Male","M",2425,160310087,1.5,1.5,1.6,1.5,1.5,1.6
,"Mesothelioma","36010","2017","2017","Female","F",845,165084845,0.4,0.4,0.4,0.5,0.5,0.5
,"Mesothelioma","36010","2017","2017","Male","M",2390,161530177,1.5,1.4,1.5,1.5,1.4,1.5
,"Mesothelioma","36010","2018","2018","Female","F",835,165957528,0.4,0.4,0.4,0.5,0.5,0.5
,"Mesothelioma","36010","2018","2018","Male","M",2196,162577729,1.3,1.3,1.4,1.4,1.3,1.4
,"Mesothelioma","36010","2019","2019","Female","F",816,166720399,0.4,0.4,0.4,0.5,0.5,0.5
,"Mesothelioma","36010","2019","2019","Male","M",2266,163511718,1.3,1.3,1.4,1.4,1.3,1.4
,"Mesothelioma","36010","2020","2020","Female","F",819,167308759,0.4,0.4,0.4,0.5,0.5,0.5
,"Mesothelioma","36010","2020","2020","Male","M",2041,164218174,1.2,1.1,1.2,1.2,1.2,1.3
,"Mesothelioma","36010","2021","2021","Female","F",879,167630750,0.4,0.4,0.4,0.5,0.5,0.6
,"Mesothelioma","36010","2021","2021","Male","M",2080,164418227,1.2,1.1,1.2,1.3,1.2,1.3
,"Mesothelioma","36010","2022","2022","Female","F",792,168308005,0.4,0.3,0.4,0.5,0.4,0.5
,"Mesothelioma","36010","2022","2022","Male","M",1877,164963406,1.0,1.0,1.1,1.1,1.1,1.2
,"Kaposi Sarcoma","36020","1999","1999","Female","F",171,140394214,0.1,0.1,0.1,0.1,0.1,0.1
,"Kaposi Sarcoma","36020","1999","1999","Male","M",1294,135067134,1.0,0.9,1.1,1.0,0.9,1.0
,"Kaposi Sarcoma","36020","2000","2000","Female","F",183,141865770,0.1,0.1,0.1,0.1,0.1,0.1
,"Kaposi Sarcoma","36020","2000","2000","Male","M",1303,136692444,1.0,0.9,1.0,1.0,0.9,1.0
,"Kaposi Sarcoma","36020","2001","2001","Female","F",192,143603977,0.1,0.1,0.1,0.1,0.1,0.2
,"Kaposi Sarcoma","36020","2001","2001","Male","M",1278,138511984,1.0,0.9,1.0,0.9,0.9,1.0
,"Kaposi Sarcoma","36020","2002","2002","Female","F",167,144919222,0.1,0.1,0.1,0.1,0.1,0.1
,"Kaposi Sarcoma","36020","2002","2002","Male","M",1206,139847290,0.9,0.9,1.0,0.9,0.8,0.9
,"Kaposi Sarcoma","36020","2003","2003","Female","F",184,147679036,0.1,0.1,0.1,0.1,0.1,0.1
,"Kaposi Sarcoma","36020","2003","2003","Male","M",1246,142428897,0.9,0.9,1.0,0.9,0.8,0.9
,"Kaposi Sarcoma","36020","2004","2004","Female","F",162,148977286,0.1,0.1,0.1,0.1,0.1,0.1
,"Kaposi Sarcoma","36020","2004","2004","Male","M",1242,143828012,0.9,0.9,1.0,0.9,0.8,0.9
,"Kaposi Sarcoma","36020","2005","2005","Female","F",186,150213467,0.1,0.1,0.1,0.1,0.1,0.1
,"Kaposi Sarcoma","36020","2005","2005","Male","M",1264,145099195,0.9,0.9,1.0,0.9,0.8,0.9
,"Kaposi Sarcoma","36020","2006","2006","Female","F",156,151732647,0.1,0.1,0.1,0.1,0.1,0.1
,"Kaposi Sarcoma","36020","2006","2006","Male","M",1172,146647265,0.8,0.8,0.9,0.8,0.8,0.8
,"Kaposi Sarcoma","36020","2007","2007","Female","F",162,153166353,0.1,0.1,0.1,0.1,0.1,0.1
,"Kaposi Sarcoma","36020","2007","2007","Male","M",1221,148064854,0.9,0.8,0.9,0.8,0.8,0.9
,"Kaposi Sarcoma","36020","2008","2008","Female","F",136,154604015,0.1,0.1,0.1,0.1,0.1,0.1
,"Kaposi Sarcoma","36020","2008","2008","Male","M",1159,149489951,0.8,0.8,0.9,0.8,0.7,0.8
,"Kaposi Sarcoma","36020","2009","2009","Female","F",131,155964075,0.1,0.1,0.1,0.1,0.1,0.1
,"Kaposi Sarcoma","36020","2009","2009","Male","M",1128,150807454,0.8,0.7,0.8,0.7,0.7,0.8
,"Kaposi Sarcoma","36020","2010","2010","Female","F",145,157253830,0.1,0.1,0.1,0.1,0.1,0.1
,"Kaposi Sarcoma","36020","2010","2010","Male","M",1061,152125599,0.7,0.7,0.8,0.7,0.7,0.7
,"Kaposi Sarcoma","36020","2011","2011","Female","F",145,158391404,0.1,0.1,0.1,0.1,0.1,0.1
,"Kaposi Sarcoma","36020","2011","2011","Male","M",1070,153455676,0.7,0.7,0.8,0.7,0.7,0.7
,"Kaposi Sarcoma","36020","2012","2012","Female","F",135,159515612,0.1,0.1,0.1,0.1,0.1,0.1
,"Kaposi Sarcoma","36020","2012","2012","Male","M",1044,154834274,0.7,0.7,0.7,0.7,0.6,0.7
,"Kaposi Sarcoma","36020","2013","2013","Female","F",125,160594100,0.1,0.1,0.1,0.1,0.1,0.1
,"Kaposi Sarcoma","36020","2013","2013","Male","M",1056,156146649,0.7,0.7,0.7,0.7,0.6,0.7
,"Kaposi Sarcoma","36020","2014","2014","Female","F",129,161749260,0.1,0.1,0.1,0.1,0.1,0.1
,"Kaposi Sarcoma","36020","2014","2014","Male","M",1094,157523496,0.7,0.7,0.8,0.7,0.7,0.7
,"Kaposi Sarcoma","36020","2015","2015","Female","F",135,162903023,0.1,0.1,0.1,0.1,0.1,0.1
,"Kaposi Sarcoma","36020","2015","2015","Male","M",1079,158933091,0.7,0.6,0.7,0.7,0.6,0.7
,"Kaposi Sarcoma","36020","2016","2016","Female","F",123,164062463,0.1,0.1,0.1,0.1,0.1,0.1
,"Kaposi Sarcoma","36020","2016","2016","Male","M",1094,160310087,0.7,0.6,0.7,0.7,0.6,0.7
,"Kaposi Sarcoma","36020","2017","2017","Female","F",119,165084845,0.1,0.1,0.1,0.1,0.1,0.1
,"Kaposi Sarcoma","36020","2017","2017","Male","M",967,161530177,0.6,0.6,0.6,0.6,0.6,0.6
,"Kaposi Sarcoma","36020","2018","2018","Female","F",110,165957528,0.1,0.0,0.1,0.1,0.1,0.1
,"Kaposi Sarcoma","36020","2018","2018","Male","M",1039,162577729,0.6,0.6,0.7,0.6,0.6,0.7
,"Kaposi Sarcoma","36020","2019","2019","Female","F",80,166720399,0.0,0.0,0.0,0.0,0.0,0.1
,"Kaposi Sarcoma","36020","2019","2019","Male","M",960,163511718,0.6,0.5,0.6,0.6,0.6,0.6
,"Kaposi Sarcoma","36020","2020","2020","Female","F",86,167308759,0.0,0.0,0.1,0.1,0.0,0.1
,"Kaposi Sarcoma","36020","2020","2020","Male","M",903,164218174,0.5,0.5,0.6,0.5,0.5,0.6
,"Kaposi Sarcoma","36020","2021","2021","Female","F",99,167630750,0.0,0.0,0.1,0.1,0.0,0.1
,"Kaposi Sarcoma","36020","2021","2021","Male","M",958,164418227,0.6,0.5,0.6,0.6,0.5,0.6
,"Kaposi Sarcoma","36020","2022","2022","Female","F",97,168308005,0.0,0.0,0.1,0.1,0.0,0.1
,"Kaposi Sarcoma","36020","2022","2022","Male","M",938,164963406,0.5,0.5,0.6,0.6,0.5,0.6
,"Miscellaneous","37000","1999","1999","Female","F",17531,140394214,11.1,11.0,11.3,12.5,12.3,12.7
,"Miscellaneous","37000","1999","1999","Male","M",16547,135067134,14.6,14.4,14.8,12.3,12.1,12.4
,"Miscellaneous","37000","2000","2000","Female","F",17547,141865770,11.0,10.8,11.1,12.4,12.2,12.6
,"Miscellaneous","37000","2000","2000","Male","M",16569,136692444,14.4,14.2,14.6,12.1,11.9,12.3
,"Miscellaneous","37000","2001","2001","Female","F",25380,143603977,15.7,15.5,15.9,17.7,17.5,17.9
,"Miscellaneous","37000","2001","2001","Male","M",25656,138511984,21.9,21.6,22.1,18.5,18.3,18.8
,"Miscellaneous","37000","2002","2002","Female","F",25915,144919222,15.8,15.6,16.0,17.9,17.7,18.1
,"Miscellaneous","37000","2002","2002","Male","M",25875,139847290,21.6,21.3,21.9,18.5,18.3,18.7
,"Miscellaneous","37000","2003","2003","Female","F",26309,147679036,15.7,15.5,15.9,17.8,17.6,18.0
,"Miscellaneous","37000","2003","2003","Male","M",27046,142428897,22.0,21.7,22.2,19.0,18.8,19.2
,"Miscellaneous","37000","2004","2004","Female","F",27075,148977286,15.9,15.7,16.1,18.2,18.0,18.4
,"Miscellaneous","37000","2004","2004","Male","M",27798,143828012,22.2,21.9,22.4,19.3,19.1,19.6
,"Miscellaneous","37000","2005","2005","Female","F",27651,150213467,16.0,15.8,16.2,18.4,18.2,18.6
,"Miscellaneous","37000","2005","2005","Male","M",28419,145099195,22.1,21.9,22.4,19.6,19.4,19.8
,"Miscellaneous","37000","2006","2006","Female","F",27761,151732647,15.8,15.6,16.0,18.3,18.1,18.5
,"Miscellaneous","37000","2006","2006","Male","M",28956,146647265,22.2,21.9,22.4,19.7,19.5,20.0
,"Miscellaneous","37000","2007","2007","Female","F",28697,153166353,16.1,15.9,16.3,18.7,18.5,19.0
,"Miscellaneous","37000","2007","2007","Male","M",29865,148064854,22.3,22.0,22.5,20.2,19.9,20.4
,"Miscellaneous","37000","2008","2008","Female","F",28957,154604015,15.9,15.8,16.1,18.7,18.5,18.9
,"Miscellaneous","37000","2008","2008","Male","M",30480,149489951,22.3,22.0,22.5,20.4,20.2,20.6
,"Miscellaneous","37000","2009","2009","Female","F",29167,155964075,15.8,15.6,16.0,18.7,18.5,18.9
,"Miscellaneous","37000","2009","2009","Male","M",31049,150807454,22.2,22.0,22.5,20.6,20.4,20.8
,"Miscellaneous","37000","2010","2010","Female","F",29904,157253830,15.9,15.8,16.1,19.0,18.8,19.2
,"Miscellaneous","37000","2010","2010","Male","M",32437,152125599,22.7,22.4,22.9,21.3,21.1,21.6
,"Miscellaneous","37000","2011","2011","Female","F",30778,158391404,16.2,16.0,16.4,19.4,19.2,19.6
,"Miscellaneous","37000","2011","2011","Male","M",33132,153455676,22.7,22.5,23.0,21.6,21.4,21.8
,"Miscellaneous","37000","2012","2012","Female","F",30276,159515612,15.7,15.5,15.9,19.0,18.8,19.2
,"Miscellaneous","37000","2012","2012","Male","M",33356,154834274,22.3,22.0,22.5,21.5,21.3,21.8
,"Miscellaneous","37000","2013","2013","Female","F",31033,160594100,15.9,15.7,16.0,19.3,19.1,19.5
,"Miscellaneous","37000","2013","2013","Male","M",34269,156146649,22.3,22.1,22.6,21.9,21.7,22.2
,"Miscellaneous","37000","2014","2014","Female","F",30528,161749260,15.4,15.2,15.5,18.9,18.7,19.1
,"Miscellaneous","37000","2014","2014","Male","M",33996,157523496,21.6,21.4,21.8,21.6,21.4,21.8
,"Miscellaneous","37000","2015","2015","Female","F",31077,162903023,15.5,15.3,15.6,19.1,18.9,19.3
,"Miscellaneous","37000","2015","2015","Male","M",34627,158933091,21.5,21.3,21.8,21.8,21.6,22.0
,"Miscellaneous","37000","2016","2016","Female","F",31457,164062463,15.4,15.2,15.6,19.2,19.0,19.4
,"Miscellaneous","37000","2016","2016","Male","M",34310,160310087,20.9,20.7,21.1,21.4,21.2,21.6
,"Miscellaneous","37000","2017","2017","Female","F",31088,165084845,15.0,14.8,15.1,18.8,18.6,19.0
,"Miscellaneous","37000","2017","2017","Male","M",34627,161530177,20.6,20.3,20.8,21.4,21.2,21.7
,"Miscellaneous","37000","2018","2018","Female","F",32545,165957528,15.5,15.3,15.6,19.6,19.4,19.8
,"Miscellaneous","37000","2018","2018","Male","M",35074,162577729,20.3,20.1,20.5,21.6,21.3,21.8
,"Miscellaneous","37000","2019","2019","Female","F",32486,166720399,15.1,15.0,15.3,19.5,19.3,19.7
,"Miscellaneous","37000","2019","2019","Male","M",35056,163511718,19.9,19.7,20.1,21.4,21.2,21.7
,"Miscellaneous","37000","2020","2020","Female","F",31247,167308759,14.4,14.2,14.5,18.7,18.5,18.9
,"Miscellaneous","37000","2020","2020","Male","M",34786,164218174,19.3,19.1,19.5,21.2,21.0,21.4
,"Miscellaneous","37000","2021","2021","Female","F",32516,167630750,14.7,14.6,14.9,19.4,19.2,19.6
,"Miscellaneous","37000","2021","2021","Male","M",35295,164418227,19.3,19.1,19.5,21.5,21.2,21.7
,"Miscellaneous","37000","2022","2022","Female","F",30062,168308005,13.3,13.2,13.5,17.9,17.7,18.1
,"Miscellaneous","37000","2022","2022","Male","M",33171,164963406,17.6,17.5,17.8,20.1,19.9,20.3
,"Male and Female Breast, In Situ","Breast-InSitu","1999","1999","Female","F",40105,140394214,27.8,27.5,28.0,28.6,28.3,28.8
,"Male and Female Breast, In Situ","Breast-InSitu","1999","1999","Male","M",151,135067134,0.1,0.1,0.1,0.1,0.1,0.1
,"Male and Female Breast, In Situ","Breast-InSitu","2000","2000","Female","F",41905,141865770,28.5,28.2,28.8,29.5,29.3,29.8
,"Male and Female Breast, In Situ","Breast-InSitu","2000","2000","Male","M",177,136692444,0.1,0.1,0.2,0.1,0.1,0.2
,"Male and Female Breast, In Situ","Breast-InSitu","2001","2001","Female","F",43671,143603977,29.1,28.8,29.3,30.4,30.1,30.7
,"Male and Female Breast, In Situ","Breast-InSitu","2001","2001","Male","M",173,138511984,0.1,0.1,0.2,0.1,0.1,0.1
,"Male and Female Breast, In Situ","Breast-InSitu","2002","2002","Female","F",44373,144919222,29.0,28.7,29.3,30.6,30.3,30.9
,"Male and Female Breast, In Situ","Breast-InSitu","2002","2002","Male","M",193,139847290,0.1,0.1,0.2,0.1,0.1,0.2
,"Male and Female Breast, In Situ","Breast-InSitu","2003","2003","Female","F",45103,147679036,28.6,28.4,28.9,30.5,30.3,30.8
,"Male and Female Breast, In Situ","Breast-InSitu","2003","2003","Male","M",211,142428897,0.2,0.1,0.2,0.1,0.1,0.2
,"Male and Female Breast, In Situ","Breast-InSitu","2004","2004","Female","F",46193,148977286,28.8,28.6,29.1,31.0,30.7,31.3
,"Male and Female Breast, In Situ","Breast-InSitu","2004","2004","Male","M",181,143828012,0.1,0.1,0.2,0.1,0.1,0.1
,"Male and Female Breast, In Situ","Breast-InSitu","2005","2005","Female","F",46776,150213467,28.7,28.4,28.9,31.1,30.9,31.4
,"Male and Female Breast, In Situ","Breast-InSitu","2005","2005","Male","M",187,145099195,0.1,0.1,0.2,0.1,0.1,0.1
,"Male and Female Breast, In Situ","Breast-InSitu","2006","2006","Female","F",48721,151732647,29.4,29.1,29.7,32.1,31.8,32.4
,"Male and Female Breast, In Situ","Breast-InSitu","2006","2006","Male","M",183,146647265,0.1,0.1,0.2,0.1,0.1,0.1
,"Male and Female Breast, In Situ","Breast-InSitu","2007","2007","Female","F",51995,153166353,30.8,30.5,31.1,33.9,33.7,34.2
,"Male and Female Breast, In Situ","Breast-InSitu","2007","2007","Male","M",243,148064854,0.2,0.1,0.2,0.2,0.1,0.2
,"Male and Female Breast, In Situ","Breast-InSitu","2008","2008","Female","F",54644,154604015,31.8,31.6,32.1,35.3,35.0,35.6
,"Male and Female Breast, In Situ","Breast-InSitu","2008","2008","Male","M",233,149489951,0.2,0.1,0.2,0.2,0.1,0.2
